Company,City,Country,Client Tier,Gap Type,Action Required,Priority
PKE Holding AG,Wien,AT,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Jeans Fritz Handelsgesellschaft für Mode mbH,Hüllhorst,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Hiebers Frische-Center KG,Binzen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Fleggaard GmbH,Harrislee,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Lucky Bike GmbH,Bielefeld,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Held & Francke Baugesellschaft m.b.H.,Linz,AT,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Nord-Ostsee Automobile GmbH & Co. KG,Heide,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
W. & L. Jordan GmbH,Kassel,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
a. hartrodt (GmbH & Co) KG,Hamburg,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
"Richard Krämer Pferdesport , Inh. Heinrich Schmeckenbecher GmbH & Co KG",Hockenheim,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
engelbert strauss Ges.m.b.H.,Linz,AT,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Dettmer Group KG,Bremen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Fritz Holter GmbH,Wels,AT,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Dinnebier Gruppe,Wittenberge,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Rhomberg Bau GmbH,Bregenz,AT,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Vergölst GmbH,Hannover,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Würth Handelsges.m.b.H,Böheimkirchen,AT,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Euler Group,Frankfurt am Main,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
AVP AUTOLAND GmbH & Co. KG,Deggendorf,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Autohaus Reisacher GmbH,Memmingen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Kaltenbach-Gruppe,Engelskirchen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Schuhhaus Klauser GmbH & Co. KG,Wuppertal,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
SiNN GmbH,Hagen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
BIO COMPANY GmbH,Berlin,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
PIEROTH WEIN AG,Rümmelsheim,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Unternehmensgruppe Dr. Eckert GmbH,Berlin,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
BAUSTOFF UNION GmbH,Nürnberg,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Roman Mayer GmbH,Gersthofen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Wiesenthal Handel und Service GmbH,Wien,AT,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
BOB Automotive Group GmbH,Essen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Engelhorn KGaA,Mannheim,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Rinnen GmbH & Co KG Internationale Spedition,Moers,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Simmel AG,Chemnitz,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Meyer & Meyer Holding SE & Co. KG,Osnabrück,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
XAL GmbH,Graz,AT,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
FRISTO Getränkemarkt GmbH,Buchloe,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
UNITO Versand & Dienstleistungen GmbH,Salzburg,AT,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Unimarkt HandelsgesmbH & Co KG,Traun,AT,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Robert Kunzmann GmbH & Co. KG,Aschaffenburg,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Contargo GmbH & Co. KG,Duisburg,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Voets Autozentrum GmbH,Braunschweig,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Markgrafen-Getränkevertrieb-GmbH,Kulmbach,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Zurbrüggen Wohn-Zentrum GmbH,Unna,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
H. Hugendubel GmbH & Co. KG,München,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Walbusch Walter Busch GmbH & Co. KG,Solingen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Autohaus Anders GmbH,Vechta,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Orsay GmbH,Willstätt,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
ARS Altmann AG,Wolnzach,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Hardeck Möbel GmbH & Co. KG,Bochum,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Krüll Holding GmbH,Hamburg,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Alexander Bürkle GmbH & Co. KG,Freiburg im Breisgau,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Firmengruppe Widmann,Aalen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Wahl-Group,Siegen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Altmühltaler Mineralbrunnen GmbH,Treuchtlingen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Hugo Pfohe GmbH,Hamburg,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Karl Preuß GmbH & Co.,Minden,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Babyone Franchise- und Systemzentrale GmbH,Münster,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
BiBA GmbH,Duisburg,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Autohaus Wolfsburg Hotz und Heitmann GmbH & Co. KG,Wolfsburg,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
OBI Bau- und Heimwerkermärkte Systemzentrale GmbH,Wien,AT,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Landbäckerei Ihle GmbH,Friedberg,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Feinkost Käfer GmbH,München,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Brülle & Schmeltzer GmbH & Co. KG,Lippstadt,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Ludwig Meyer GmbH & Co. KG,Friedrichsdorf,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Spedition Pflaum GmbH,Strullendorf,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Blumen-Risse GmbH & Co.,Schwerte,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Müller - Die lila Logistik AG,Besigheim,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Sport-Tiedje GmbH,Schleswig,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
AVIE GmbH,Merzig,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
STORCH-CIRET Group,Wuppertal,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
S & G Automobil AG,Karlsruhe,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Resch&Frisch Holding GmbH,Wels,AT,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Kissel GmbH,Landau in der Pfalz,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Finsterwalder Transport & Logistik Gruppe,Türkheim,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Berlin Brands Group (Chal-Tec GmbH),Berlin,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Schaffrath-Gruppe,Mönchengladbach,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Südstern - Bölle AG + Co KG,Donaueschingen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
FISHBULL Franz Fischer Qualitätswerkzeuge GmbH,Neustadt b.Coburg,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Möbel Mahler Einrichtungszentrum GmbH & Co.KG,Neu-Ulm,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
q.beyond AG,Köln,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
WEISS-DRUCK GmbH & Co. KG,Monschau,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Wolf System GmbH,Osterhofen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Hülskens Holding GmbH & Co KG,Wesel,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
TVG Touristik Vertriebsgesellschaft mbH,München,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Verlag Nürnberger Presse Druckhaus Nürnberg GmbH & Co.,Nürnberg,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Baugesellschaft WALTER HELLMICH GmbH,Dinslaken,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Josef Rädlinger Unternehmensgruppe,Cham,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Seele Gruppe,Gersthofen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
SchwörerHaus KG,Hohenstein,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Lobbe Holding GmbH & Co KG,Iserlohn,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Wall GmbH,Berlin,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Eversfrank Gruppe,Meldorf,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
B&O Gruppe,Bad Aibling,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Mediengruppe Thüringen Verlag GmbH,Erfurt,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Mr. Wash Auto-Service AG,Essen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
European Homecare GmbH,Essen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Klinikum Wahrendorff GmbH,Sehnde,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
HANS IM GLÜCK Franchise GmbH,München,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
sh:z Schleswig-Holsteinischer Zeitungsverlag GmbH & Co. KG,Flensburg,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Christoph Kroschke GmbH,Ahrensburg,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Georg Thieme Verlag KG,Stuttgart,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Edel SE & Co. KGaA,Hamburg,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
ELA Container GmbH,Haren (Ems),DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Otto Dörner GmbH & Co. KG,Hamburg,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Viebrockhaus AG,Harsefeld,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Haas Group,Falkenberg,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
MVI Group GmbH,München,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Hubert Schmid Firmengruppe,Marktoberdorf,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Neuroth GmbH,Lebring,AT,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
GANSKE VERLAGSGRUPPE GMBH,Hamburg,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Verlag Lensing-Wolff GmbH & Co.KG,Dortmund,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Dreßler Bau GmbH,Aschaffenburg,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Weber Unternehmensgruppe,Pulheim,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
DAL Deutsche Afrika-Linien GmbH & Co. KG,Hamburg,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Jakob Becker GmbH & Co. KG,Mehlingen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
W. Markgraf GmbH & Co KG Bauunternehmung,Bayreuth,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
ALHO Gruppe,Friesenhagen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Zechbau GmbH,Bremen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Kondor Wessels Holding GmbH,Berlin,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Medical Park AG,Amerang,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Förde Reederei Seetouristik GmbH & Co. KG,Flensburg,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
