company_name,domain,city,region,country,zip,phone,email_company,industry,industry_tier,description,revenue_eur,employees,client_tier,ownership,founding_year,world_market_leader,niche_leadership,contact_1_name,contact_1_position,contact_1_email,contact_1_linkedin,has_url,has_contact,data_completeness,sources,source_count,contact_1_firstname,contact_1_lastname,target_contact_role,contact_role_match,pipeline_priority,in_pipeline,in_db
Merck Gesellschaft mbH,merckgroup.com/at-de,Wien,Wien,AT,1147.0,01-57600-0,office.at@merckgroup.com,Pharmaindustrie,tier1,Pharmaindustrie,200000000.0,500.0,2.0,Merck Familie (Deutschland),1668.0,,,Dr. Wolfgang Wein,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Wolfgang,Wein,Head of Sales / Vertriebsleiter,False,67.0,False,False
Rudolf Großfurtner GmbH,grossfurtner.at,Utzenaich,Oberösterreich,AT,4972.0,07751-7171,office@grossfurtner.at,Lebensmittelindustrie,tier1,Fleisch und Fisch,230000000.0,600.0,2.0,Rudolf Großfurtner,1982.0,,,Rudolf Großfurtner,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Rudolf,Großfurtner,Head of Sales / Vertriebsleiter,False,67.0,False,False
STARLIM Spritzguss GmbH,starlim-sterner.com,Marchtrenk,Oberösterreich,AT,4614.0,07243-58596-0,office@starlim-sterner.com,Maschinenbau-Fahrzeugbau,tier1,Spritzgussteile,231000000.0,1700.0,2.0,Ursula Bründl,1974.0,,,Thomas Bründl,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Thomas,Bründl,Head of Sales / Vertriebsleiter,False,67.0,False,False
Salzburger Aluminium AG,sag.at,Lend,Salzburg,AT,5651.0,06416-6500-0,aluminium@sag.at,Maschinenbau-Fahrzeugbau,tier1,Zulieferer und Teilehersteller,218000000.0,1003.0,2.0,Josef Wöhrer Familie,1898.0,,,Dr. Karin Exner-Wöhrer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Karin,Exner-Wöhrer,Head of Sales / Vertriebsleiter,False,67.0,False,False
stürmsfs ag,stuermsfs.shop/stuermsfs/home,Goldach,St. Gallen,CH,9403.0,071-8446111,info.ch@stuermsfs.com,Chemie-Baustoffindustrie,tier1,Stahlgroßhandel,219600000.0,230.0,2.0,Stürm Familie,1835.0,,,None Michael Thüler,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Michael,Thüler,Geschäftsführer/CEO,True,67.0,False,False
CODICO GmbH,codico.com,Perchtoldsdorf,Niederösterreich,AT,2380.0,01-86305-0,office@codico.com,Industrie,tier1,Hersteller von Elektrotechnik,220000000.0,211.0,2.0,Familie Krumpel,,,,Sven Krumpel,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Sven,Krumpel,Geschäftsführer/CEO,True,67.0,False,False
EV Group Europe & Asia/Pacific GmbH,evgroup.com/de,St. Florian am Inn,Oberösterreich,AT,4782.0,07712-53110,webinfo@evgroup.com,Maschinenbau-Fahrzeugbau,tier1,"Maschinenbau, Anlagenbau, Werkzeugbau",220000000.0,990.0,2.0,Familie Thallner,1980.0,,,Friedrich Lindner,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Friedrich,Lindner,Head of Sales / Vertriebsleiter,False,67.0,False,False
Wewalka GmbH. Nfg. KG,wewalka.at,Sollenau,Niederösterreich,AT,2601.0,02628-48666-0,,Lebensmittelindustrie,tier1,Frischteig,221500000.0,443.0,2.0,Familie Gsellmann,1987.0,,,Anton Gsellmann,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Anton,Gsellmann,Geschäftsführer/CEO,True,67.0,False,False
Wiesbauer Österreichische Wurstspezialitäten GmbH,wiesbauer.at,Wien,Wien,AT,1230.0,01-61415-0,info@wiesbauer.at,Lebensmittelindustrie,tier1,Fleisch und Fisch,224000000.0,870.0,2.0,Wiesbauer Familie,1931.0,,,Thomas Schmiedbauer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Thomas,Schmiedbauer,Head of Sales / Vertriebsleiter,False,67.0,False,False
TMS Turnkey Manufacturing Solutions GmbH,valianttms.com,Linz,Oberösterreich,AT,4031.0,0732-65930,marketing@tms-at.com,Maschinenbau-Fahrzeugbau,tier1,"Maschinenbau, Anlagenbau, Werkzeugbau",211000000.0,311.0,2.0,Vaillant Familie (Deutschland),1959.0,,,John Burton,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,John,Burton,Geschäftsführer/CEO,True,67.0,False,False
Plan.Net Gruppe für digitale Kommunikation GmbH & Co. KG,plan-net.de,München,Bayern,DE,80333.0,089-2050-30,info@plan-net.de,Internetfirmen,tier1,Die Plan.Net Gruppe steht für strategisch vernetzte und kreative Marken- und Vertriebskommunikation on- und offline. Das Unternehmen ist einer der führenden Vermarkter von Werbung im Internet.,211600000.0,500.0,2.0,GF & Manager von Serviceplan,1997.0,,,None Florian Haller,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Florian,Haller,Head of Sales / Vertriebsleiter,False,67.0,False,False
Gebro Pharma GmbH,gebro.com,Fieberbrunn,Tirol,AT,6391.0,05354-5300-0,pharma@gebro.com,Pharmaindustrie,tier1,Pharmaindustrie,212000000.0,229.0,2.0,Familie Broschek,1947.0,,,Pascal Broschek,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Pascal,Broschek,Geschäftsführer/CEO,True,67.0,False,False
BENE GmbH,bene.com,Waidhofen an der Ybbs,Niederösterreich,AT,3340.0,07442-500-0,office@bene.com,Möbelindustrie,tier1,Möbelhäuser und Küchenstudios,151400000.0,1100.0,2.0,Familie Martin Bartenstein / Austro Holding Grossnig,1790.0,,,Dr. Jörg Schuschnig,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Jörg,Schuschnig,Head of Sales / Vertriebsleiter,False,67.0,False,False
JOSKO Fenster & Türen GmbH,josko.at/de,Kopfing,Oberösterreich,AT,4794.0,07763-22410,office@josko.at,Chemie-Baustoffindustrie,tier1,Glashersteller & Fensterbauer,215000000.0,1170.0,2.0,Familie Scheuringer,1960.0,,,Johann Scheuringer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Johann,Scheuringer,Head of Sales / Vertriebsleiter,False,67.0,False,False
SCHOLPP,scholpp.de,Stuttgart,Baden-Württemberg,DE,70327.0,0711-93282-0,info@scholpp.de,Industriedienstleistungen,tier1,Scholpp ist ein weltweit agierendes Dienstleistungsunternehmen für Industriemontagen.,135000000.0,1200.0,2.0,Mueller / Scholpp /  Odewald,1956.0,,,None Wolfgang E. Mueller,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Wolfgang E.,Mueller,Head of Sales / Vertriebsleiter,False,67.0,False,False
Ergoline GmbH,ergoline.com,Bitz,,DE,,,,Medizintechnik,tier1,,25000000.0,,4.0,,,,,Philipp Heinzel,CEO,philipp.heinzel@ergoline.com,linkedin.com/in/philipp-heinzel-72391472/,True,True,80,Zollernalbkreis_Contacts,1,Philipp,Heinzel,Geschäftsführer/CEO,True,66.0,False,False
Acandis GmbH,acandis.com,Pforzheim,,DE,,,,Medizintechnik,tier1,,28000000.0,,4.0,,,,,Dr. Andreas Schüßler,CEO & Geschäftsführer,andreas.schuessler@acandis.com,linkedin.com/in/andreas-schuessler-27473121,True,True,80,Zollernalbkreis_Contacts,1,Andreas,Schüßler,Geschäftsführer/CEO,True,66.0,False,False
Mattes & Ammann GmbH,mattes-ammann.de,Meßstetten,,DE,,,,Textiltechnik,tier1,,45000000.0,,4.0,,,,,Werner Moser,Direktor Verkauf / CSO,werner.moser@mattes-ammann.de,linkedin.com/in/werner-moser-186462247,True,True,80,Zollernalbkreis_Contacts,1,Werner,Moser,Geschäftsführer/CEO,False,66.0,False,False
Medi-Globe Group,medi-globe.com,Hechingen,,DE,,,,Medizintechnik,tier1,,45000000.0,,4.0,,,,,Martin Kropf,Global Sales Director,martin.kropf@medi-globe.com,linkedin.com/in/martin-kropf-074b8a101/,True,True,80,Zollernalbkreis_Contacts,1,Martin,Kropf,Geschäftsführer/CEO,False,66.0,False,False
AKE Knebel GmbH,ake.de,Balingen,,DE,,,,Werkzeugbau,tier1,,46000000.0,,4.0,,,,,Alexander Knebel,Inhaber & Geschäftsführer,alexander.knebel@ake.de,linkedin.com/in/alexander-knebel-a6994084/,True,True,80,Zollernalbkreis_Contacts,1,Alexander,Knebel,Geschäftsführer/CEO,True,66.0,False,False
JOTEC GmbH,jotec.com,Hechingen,,DE,,,,Medizintechnik,tier1,,48000000.0,,4.0,,,,,Florian Tyrs,Geschäftsführer / VP Operations,florian.tyrs@jotec.com,linkedin.com/in/florian-tyrs-34707394,True,True,80,Zollernalbkreis_Contacts,1,Florian,Tyrs,Geschäftsführer/CEO,True,66.0,False,False
kununu,kununu.com,Vienna,,AT,,,,Internet,tier1,,29000000.0,350.0,4.0,,,,,,,,,True,False,80,dach_icp_targets,1,,,Geschäftsführer/CEO,,66.0,False,False
JobLeads,jobleads.com,Hamburg,,DE,,,,Internet,tier1,,15000000.0,330.0,4.0,,,,,,,,,True,False,80,dach_icp_targets,1,,,Geschäftsführer/CEO,,66.0,False,False
ResearchGate,researchgate.net,Berlin,,DE,,,,Internet,tier1,,35000000.0,340.0,4.0,,,,,,,,,True,False,80,dach_icp_targets,1,,,Geschäftsführer/CEO,,66.0,False,False
Alber GmbH,alber.de,Albstadt,,DE,,,,Medizintechnik,tier1,,38000000.0,,4.0,,,,,Ralf Ledda,Geschäftsführer,ralf.ledda@alber.de,linkedin.com/company/alber-gmbh,True,True,80,Zollernalbkreis_Contacts,1,Ralf,Ledda,Geschäftsführer/CEO,True,66.0,False,False
ATCO Gruppe,atco.de,Hamburg,Hamburg,DE,20095.0,040-32003-0,info@atco.de,Großhandel,tier2,"Atco ist ein Dienstleister, der für Kunden aus dem Einzelhandel und der Süßwarenproduktion zahlreiche Serviceleistungen bietet.",343000000.0,400.0,2.0,Ernst,1918.0,,,None Rudolf Ernst,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx; dach_icp_targets,3,Rudolf,Ernst,Geschäftsführer/CEO,True,66.0,False,False
Autodoc GmbH,autodoc.de,Berlin,Berlin,DE,10365.0,030 208 478 255,info@autodoc.de,Handel,tier2,AUTODOC ist Europas führender Onlinehändler für Autoersatzteile. AUTODOC bietet Originalteile und Alternativen durch Umgehen von Zwischenhändlern.,415000000.0,1800.0,2.0,Erdle / Samov,2008.0,,,None Alexej Erdle,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; dach_icp_targets; dach_si_impact_top100,3,Alexej,Erdle,Head of Sales / Vertriebsleiter,False,66.0,False,False
360T,360t.com,Frankfurt,,DE,,,,Internet,tier1,,24000000.0,340.0,4.0,,,,,,,,,True,False,80,dach_icp_targets,1,,,Geschäftsführer/CEO,,66.0,False,False
inovex GmbH,inovex.de,Karlsruhe,,DE,,,,Information Technology & Services,tier1,,460000.0,380.0,4.0,,,,,,,,,True,False,80,dach_icp_targets,1,,,Geschäftsführer/CEO,,66.0,False,False
Open Systems,open-systems.com,Zurich,,CH,,,,Computer & Network Security,tier1,,25000000.0,430.0,4.0,,,,,,,,,True,False,80,dach_icp_targets,1,,,Geschäftsführer/CEO,,66.0,False,False
AnyDesk Software,anydesk.com,Stuttgart,,DE,,,,Computer Software,tier1,,40000000.0,350.0,4.0,,,,,,,,,True,False,80,dach_icp_targets,1,,,Geschäftsführer/CEO,,66.0,False,False
Telio Group,tel.io,Hamburg,,DE,,,,Telecommunications,tier1,,49096000.0,480.0,4.0,,,,,,,,,True,False,80,dach_icp_targets,1,,,Geschäftsführer/CEO,,66.0,False,False
Holycode™,holycode.com,Zurich,,CH,,,,Computer Software,tier1,,22000000.0,400.0,4.0,,,,,,,,,True,False,80,dach_icp_targets,1,,,Geschäftsführer/CEO,,66.0,False,False
Beutter Präzision,beutter.de,Rosenfeld,,DE,,,,Feinmechanik,tier1,,28000000.0,,4.0,,,,,Reinhard Schnell,Geschäftsführer,reinhard.schnell@beutter.de,linkedin.com/company/beutter-präzisions-komponenten-gmbh-co-kg,True,True,80,Zollernalbkreis_Contacts,1,Reinhard,Schnell,Geschäftsführer/CEO,True,66.0,False,False
Müller Hydraulik GmbH,muellerhydraulik.de,Zimmern ob Rottweil,,DE,,,,Hydraulik,tier1,,20000000.0,,4.0,,,,,Martin Müller,Geschäftsführer,martin.mueller@muellerhydraulik.de,,True,True,80,Zollernalbkreis_Contacts,1,Martin,Müller,Geschäftsführer/CEO,True,66.0,False,False
Zehnder Clean Air Solutions,zehnder-cleanairsolutions.com,Lahr,,DE,,,,Luftreiniger,tier1,Industrie-/Gewerbe-Luftreiniger (reines Miet-/Abomodell),20000000.0,,4.0,,,,,Bernd Kaufmann,Sales Manager Clean Air Solutions,,https://www.linkedin.com/in/bernd-kaufmann-977514a7/,True,True,80,AI-KIP_Prospecting_100,1,Bernd,Kaufmann,Geschäftsführer/CEO,False,66.0,False,False
Plock GmbH,plockgmbh.de,Wang (b. München),,DE,,,,Waschraumhygiene,tier1,Hygienepapier; Spendersysteme; Reinigungsprodukte (1.000+ Artikel),30000000.0,,4.0,,,,,Heiko Plock,Geschäftsführer,,,True,True,80,AI-KIP_Prospecting_100,1,Heiko,Plock,Geschäftsführer/CEO,True,66.0,False,False
FOGTEC Brandschutz GmbH,fogtec-international.com,Köln,,DE,,,,Brandschutz,tier1,Hochdruck-Wassernebel-Löschsysteme (stationär + mobil),35000000.0,,4.0,,,,,Stefan Opitz,Vertriebsleiter,,https://www.linkedin.com/in/stefan-opitz-b999a824a/,True,True,80,AI-KIP_Prospecting_100,1,Stefan,Opitz,Geschäftsführer/CEO,False,66.0,False,False
editho GmbH,editho.de,Offenbach,,DE,,,,Kaffee + Vending + Wasser,tier1,Kaffeevollautomaten; Wasserspender; Vending (Lavazza),20000000.0,,4.0,,,,,Angel Reina-Sanmamed,Geschäftsführer,,https://www.linkedin.com/in/angel-reina-26801b1a2/,True,True,80,AI-KIP_Prospecting_100,1,Angel,Reina-Sanmamed,Geschäftsführer/CEO,True,66.0,False,False
AMM Group,amm-group.com,Hamburg,,DE,,,,Information Technology & Services,tier1,,10000000.0,400.0,4.0,,,,,,,,,True,False,80,dach_icp_targets,1,,,Geschäftsführer/CEO,,66.0,False,False
Testbirds,testbirds.com,Munich,,DE,,,,Information Technology & Services,tier1,,13000000.0,410.0,4.0,,,,,,,,,True,False,80,dach_icp_targets,1,,,Geschäftsführer/CEO,,66.0,False,False
Appsfactory,appsfactory.de,Leipzig,,DE,,,,Computer Software,tier1,,42000000.0,350.0,4.0,,,,,,,,,True,False,80,dach_icp_targets,1,,,Geschäftsführer/CEO,,66.0,False,False
Sport Alliance GmbH,sportalliance.com,Hamburg,,DE,,,,Computer Software,tier1,,36200000.0,350.0,4.0,,,,,,,,,True,False,80,dach_icp_targets,1,,,Geschäftsführer/CEO,,66.0,False,False
LPA,l-p-a.com,Frankfurt,,DE,,,,Computer Software,tier1,,43862000.0,380.0,4.0,,,,,,,,,True,False,80,dach_icp_targets,1,,,Geschäftsführer/CEO,,66.0,False,False
IDnow,idnow.io,Munich,,DE,,,,Computer & Network Security,tier1,,47200000.0,430.0,4.0,,,,,,,,,True,False,80,dach_icp_targets,1,,,Geschäftsführer/CEO,,66.0,False,False
Retarus,retarus.com,Muenchen,,DE,,,,Computer Software,tier1,,37700000.0,450.0,4.0,,,,,,,,,True,False,80,dach_icp_targets,1,,,Geschäftsführer/CEO,,66.0,False,False
JOIN,join.com,Berlin,,DE,,,,Computer Software,tier1,,44700000.0,340.0,4.0,,,,,,,,,True,False,80,dach_icp_targets,1,,,Geschäftsführer/CEO,,66.0,False,False
Kamps Zentrale Dienste GmbH & Co. KG,kamps-gruppe.de,Bergkamen,Nordrhein-Westfalen,DE,59192.0,0 2307 98289-15,info@kamps-gruppe.de,Autohandel,tier2,"Die Kamps-Gruppe ist ein Vertragshändler für VW, Seat, Skoda, Audi, Porsche, Bentley und Lamborghini.",187700000.0,154.0,3.0,Kamps,1948.0,,,None Tobias Kamps,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Tobias,Kamps,Geschäftsführer/CEO,True,65.0,False,False
Expert Klein GmbH,expert-klein.de,Burbach,Nordrhein-Westfalen,DE,57299.0,02736-4440-0,info@expert-klein.de,Einzelhandel,tier2,Expert Klein ist ein Handelsunternehmen für Elektrotechnik-Produkte mit Hauptsitz in Burbach im Siegerland.,188930000.0,750.0,3.0,Klein,1882.0,,,None Philipp Klein,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Philipp,Klein,Head of Sales / Vertriebsleiter,False,65.0,False,False
Kohl automobile GmbH,kohl.de,Aachen,Nordrhein-Westfalen,DE,52078.0,0241-5688-0,info@kohl.de,Autohandel,tier2,"Die Kohl-Gruppe ist Vertragshändler für BMW, MINI, Opel, Renault und Land Rover in Aachen und führt zudem das Tuning-Unternehmen AC Schnitzler.",189650000.0,600.0,3.0,Kohl / Vogel /Woitschik,1967.0,,,None Gisela Kohl-Vogel,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Gisela,Kohl-Vogel,Head of Sales / Vertriebsleiter,False,65.0,False,False
EOS GmbH,eos.info,Krailling (Munich),Bavaria,DE,,,,Manufacturing,tier1,Industrial 3D printing (SLS/SLM),300000000.0,2000.0,1.0,,,Yes - metal/polymer 3D printing,,,,,,True,False,60,dach_mittelstand_manufacturers,1,,,Head of Sales / Vertriebsleiter,,65.0,False,False
GEMÜ,gemu-group.com,Ingelfingen-Criesbach,Baden-Württemberg,DE,,,,Manufacturing,tier1,Sterile valves for pharma/biotech/food,400000000.0,2000.0,1.0,,,Yes - sterile valves (~Global Champion 2024),,,,,,True,False,60,dach_mittelstand_manufacturers,1,,,Head of Sales / Vertriebsleiter,,65.0,False,False
Rasthof Oldenburger Münsterland Bernhard Kreutzmann,autohof-rom.de,Bakum,Niedersachsen,DE,49456.0,04446-233,kreutzmann@autohof-rom.de,Handel,tier2,"Rasthof Oldenburger Münsterland Bernhard Kreutzmann setzt ihren Schwerpunkt auf die Entwicklung und Umsetzung von Kundenkarten, die Betreuung einer Gastro-Einkaufsgemeinschaft sowie das Cashback-System ""Bonuszahlung.net"".",100000000.0,120.0,3.0,Bernhard Kreutzmann,,,,None Rainer Wohlhöfner,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Rainer,Wohlhöfner,Geschäftsführer/CEO,True,65.0,False,False
Rakelbusch GmbH,rakelbusch.de,Hagenburg,Niedersachsen,DE,31558.0,05033-9910-0,info@rakelbusch.de,Mineralölhandel,tier2,"Aus einer Kohlehandlung erwuchs das wachsnede Energiehandelsunternehmen, das auch Tankstellen und Waschanlgen betreibt. 2018 wurde durch die Übernahme der Harting Mineralöle aus Kleinenbremen das Unternehmen deutlich vergrößert.",100000000.0,140.0,3.0,Rakelbusch,1914.0,,,None Friedrich Rakelbusch,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Friedrich,Rakelbusch,Geschäftsführer/CEO,True,65.0,False,False
Weltbild Verlag GmbH,weltbild.at,Salzburg,Salzburg,AT,5020.0,0662-6575-0,info@weltbild.at,Versandhandel,tier2,Versandhändler,100000000.0,200.0,3.0,Walter Droege (Deutschland),2001.0,,,Matthias Klo,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Matthias,Klo,Geschäftsführer/CEO,True,65.0,False,False
Auto Zentrum Dresden GmbH & Co. KG,pattusch.de,Dresden,Sachsen,DE,1067.0,0 351 - 410 30,info@audi-zentrum-dresden.de,Autohandel,tier2,Die Auto Holding Dresden umfasst drei Autobetriebe in Dresden.,160400000.0,358.0,3.0,Pattusch,1999.0,,,None Lutz Wünsch,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Lutz,Wünsch,Geschäftsführer/CEO,True,65.0,False,False
Autohaus Peter GmbH,autohauspeter.de,Nordhausen,Thüringen,DE,99734.0,03631-6120-0,info@autohauspeter.de,Autohandel,tier2,"Das Autohaus Peter ist Vertragshändler für Mercedes, Mitsubishi, Saab, Peugeot, smart, Chrysler, Jeep, Skoda und Opel.",161000000.0,630.0,3.0,Peter,1990.0,,,None Helmut Peter,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Helmut,Peter,Head of Sales / Vertriebsleiter,False,65.0,False,False
Struve GmbH,edeka-struve.de,Hamburg,Hamburg,DE,20095.0,040-410982-0,info@edeka-struve.de,Handel,tier2,Die acht Schlemmermärkte von Struve befinden sich in guten Lagen von Hamburg.,161000000.0,750.0,3.0,Struve,1986.0,,,None Robin Struve,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Robin,Struve,Head of Sales / Vertriebsleiter,False,65.0,False,False
NOSTA-Transport GmbH,nosta.de,Osnabrück,Niedersachsen,DE,49086.0,0541-9333-0,info@nosta.de,Logistik,tier2,"Die Nosta Gruppe ist ein mittelständisches Unternehmen, das sich auf Logistik spezialisiert hat.",162000000.0,600.0,3.0,Gallenkamp,1978.0,,,None Andreas Wolke-Hanenkamp,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Andreas,Wolke-Hanenkamp,Head of Sales / Vertriebsleiter,False,65.0,False,False
Nikolaus Rein GmbH,rein-spedition.de,Saarlouis,Saarland,DE,66740.0,06831-9636-0,info@rein-spedition.de,Logistik,tier2,Die Firma Rein ist ein Experte für Transportlösungen.,162000000.0,600.0,3.0,Rein,1935.0,,,None Armin Rein,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Armin,Rein,Head of Sales / Vertriebsleiter,False,65.0,False,False
Wolsdorff Tobacco GmbH,wolsdorff.shop,Hamburg,Hamburg,DE,20537.0,040-253023-0,info@wolsdorff-tobacco.de,Einzelhandel,tier2,"Wolsdorff ist ein Unternehmen aus dem Tabakwarenfachhandel und verkauft ein großes Sortiment an Zigarren, Pfeifentabak und Raucherbedarfsartikeln.",162000000.0,688.0,3.0,Oettinger Davidoff Group (Schweiz),1907.0,,,None Thomas Vollmer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Thomas,Vollmer,Head of Sales / Vertriebsleiter,False,65.0,False,False
Herbrand GmbH,herbrand.de,Kevelaer,Nordrhein-Westfalen,DE,47623.0,02832 1240,info@herbrand.de,Autohandel,tier2,Die Firma Herbrand betreibt zehn Autohäuser als Vertragspartner von Mercedes-Benz in Nordrhein-Westfalen am Niederrhein und im Westmünsterland.,162170000.0,299.0,3.0,Herbrand,1934.0,,,None Richard Lacek-Herbrand,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Richard,Lacek-Herbrand,Geschäftsführer/CEO,True,65.0,False,False
Lieb Markt GesmbH,liebmarkt.at,Weiz,Steiermark,AT,8160.0,03172-2417-0,lieb@lieb.at,Handel,tier2,Baumarkt (acht Standorte),163400000.0,860.0,3.0,Familie Enzensberger-Gasser,1970.0,,,Paul Gasser,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Paul,Gasser,Head of Sales / Vertriebsleiter,False,65.0,False,False
KAR KUNZ Aviation Refueling GmbH,kar-kunz-refueling.de,Reinbek,Schleswig-Holstein,DE,21465.0,040-819788-0,kunz@kar-kunz.de,Mineralölhandel,tier2,KAR KUNZ Aviation Refueling GmbH ist ein inhabergeführtes Hightech-Unternehmen mit Sitz in Reinbek bei Hamburg.,100000000.0,50.0,3.0,Karsten Kunz,1950.0,,,None Karsten Kunz,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Karsten,Kunz,Geschäftsführer/CEO,True,65.0,False,False
Walzer Elektronik Vertriebsges. mbH,walzer.de,Duisburg,Nordrhein-Westfalen,DE,47178.0,0203-57057-0,support@walzer.de,Versandhandel,tier2,Die Firma Walzer ist spezialisiert auf Services der Elektrobranche.,100000000.0,100.0,3.0,Walzer,,,,None Alfred Walzer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Alfred,Walzer,Geschäftsführer/CEO,True,65.0,False,False
Schecker GmbH,schecker.de,Südbrookmerland,Niedersachsen,DE,26624.0,04942-202220,info@schecker.de,Versandhandel,tier2,Schecker ist der Versandspezialist rund um den Hund.,100000000.0,100.0,3.0,Boeden,1961.0,,,None Heinrich Böden,Geschäftsführer,,,True,True,100,Familienunternehmen_V6,1,Heinrich,Böden,Geschäftsführer/CEO,True,65.0,False,False
